STATUS | wrapper  | 2015/09/10 10:41:12 | --> Wrapper Started as Console
STATUS | wrapper  | 2015/09/15 15:34:38 | Launching a JVM...
INFO   | jvm 1    | 2015/09/15 15:34:39 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2015/09/15 15:34:39 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2015/09/15 15:34:39 | 
INFO   | jvm 1    | 2015/09/15 15:34:39 | 
INFO   | jvm 1    | 2015/09/15 15:34:39 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2015/09/15 15:34:39 |           The file is located on the path at the following location but
INFO   | jvm 1    | 2015/09/15 15:34:39 |           could not be loaded:
INFO   | jvm 1    | 2015/09/15 15:34:39 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 1    | 2015/09/15 15:34:39 |           Please verify that the file is readable by the current user
INFO   | jvm 1    | 2015/09/15 15:34:39 |           and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2015/09/15 15:34:39 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2015/09/15 15:34:39 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2015/09/15 15:34:39 |           This is a 64-bit JVM.
INFO   | jvm 1    | 2015/09/15 15:34:39 |           Reported cause:
INFO   | jvm 1    | 2015/09/15 15:34:39 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2015/09/15 15:34:39 |           System signals will not be handled correctly.
INFO   | jvm 1    | 2015/09/15 15:34:39 | 
INFO   | jvm 1    | 2015/09/15 15:34:41 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 1    | 2015/09/15 15:34:41 | Web Console server running at http://192.168.154.1:8082 (only local connections)
STATUS | wrapper  | 2015/09/17 02:05:44 | Machine is shutting down.
STATUS | wrapper  | 2015/09/17 02:05:48 | <-- Wrapper Stopped
STATUS | wrapper  | 2015/09/17 08:24:07 | --> Wrapper Started as Service
STATUS | wrapper  | 2015/09/17 08:24:08 | Launching a JVM...
INFO   | jvm 1    | 2015/09/17 08:24:21 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2015/09/17 08:24:21 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2015/09/17 08:24:21 | 
INFO   | jvm 1    | 2015/09/17 08:24:22 | 
INFO   | jvm 1    | 2015/09/17 08:24:22 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2015/09/17 08:24:22 |           The file is located on the path at the following location but
INFO   | jvm 1    | 2015/09/17 08:24:22 |           could not be loaded:
INFO   | jvm 1    | 2015/09/17 08:24:22 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 1    | 2015/09/17 08:24:22 |           Please verify that the file is readable by the current user
INFO   | jvm 1    | 2015/09/17 08:24:22 |           and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2015/09/17 08:24:22 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2015/09/17 08:24:22 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2015/09/17 08:24:22 |           This is a 64-bit JVM.
INFO   | jvm 1    | 2015/09/17 08:24:22 |           Reported cause:
INFO   | jvm 1    | 2015/09/17 08:24:22 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2015/09/17 08:24:22 |           System signals will not be handled correctly.
INFO   | jvm 1    | 2015/09/17 08:24:22 | 
INFO   | jvm 1    | 2015/09/17 08:24:24 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 1    | 2015/09/17 08:24:24 | Web Console server running at http://192.168.154.1:8082 (only local connections)
STATUS | wrapper  | 2015/09/17 20:06:02 | Machine is shutting down.
INFO   | jvm 1    | 2015/09/17 20:06:05 | Wrapper Manager: Unable to unregister shutdown hook: java.lang.IllegalStateException: Shutdown in progress
STATUS | wrapper  | 2015/09/17 20:06:14 | <-- Wrapper Stopped
STATUS | wrapper  | 2015/09/17 20:09:12 | --> Wrapper Started as Service
STATUS | wrapper  | 2015/09/17 20:09:13 | Launching a JVM...
INFO   | jvm 1    | 2015/09/17 20:09:16 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2015/09/17 20:09:16 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2015/09/17 20:09:16 | 
INFO   | jvm 1    | 2015/09/17 20:09:16 | 
INFO   | jvm 1    | 2015/09/17 20:09:16 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2015/09/17 20:09:16 |           The file is located on the path at the following location but
INFO   | jvm 1    | 2015/09/17 20:09:16 |           could not be loaded:
INFO   | jvm 1    | 2015/09/17 20:09:16 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 1    | 2015/09/17 20:09:16 |           Please verify that the file is readable by the current user
INFO   | jvm 1    | 2015/09/17 20:09:16 |           and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2015/09/17 20:09:16 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2015/09/17 20:09:16 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2015/09/17 20:09:16 |           This is a 64-bit JVM.
INFO   | jvm 1    | 2015/09/17 20:09:16 |           Reported cause:
INFO   | jvm 1    | 2015/09/17 20:09:16 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2015/09/17 20:09:16 |           System signals will not be handled correctly.
INFO   | jvm 1    | 2015/09/17 20:09:16 | 
INFO   | jvm 1    | 2015/09/17 20:09:21 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 1    | 2015/09/17 20:09:21 | Web Console server running at http://192.168.154.1:8082 (only local connections)
ERROR  | wrapper  | 2015/09/18 08:56:11 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2015/09/18 08:56:15 | JVM did not exit on request, terminated
STATUS | wrapper  | 2015/09/18 08:56:24 | Launching a JVM...
INFO   | jvm 2    | 2015/09/18 08:56:48 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 2    | 2015/09/18 08:56:48 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 2    | 2015/09/18 08:56:48 | 
INFO   | jvm 2    | 2015/09/18 08:56:49 | 
INFO   | jvm 2    | 2015/09/18 08:56:49 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 2    | 2015/09/18 08:56:49 |           The file is located on the path at the following location but
INFO   | jvm 2    | 2015/09/18 08:56:49 |           could not be loaded:
INFO   | jvm 2    | 2015/09/18 08:56:49 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 2    | 2015/09/18 08:56:49 |           Please verify that the file is readable by the current user
INFO   | jvm 2    | 2015/09/18 08:56:49 |           and that the file has not been corrupted in any way.
INFO   | jvm 2    | 2015/09/18 08:56:49 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 2    | 2015/09/18 08:56:49 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 2    | 2015/09/18 08:56:49 |           This is a 64-bit JVM.
INFO   | jvm 2    | 2015/09/18 08:56:49 |           Reported cause:
INFO   | jvm 2    | 2015/09/18 08:56:49 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 2    | 2015/09/18 08:56:49 |           System signals will not be handled correctly.
INFO   | jvm 2    | 2015/09/18 08:56:49 | 
INFO   | jvm 2    | 2015/09/18 08:56:58 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 2    | 2015/09/18 08:56:59 | Web Console server running at http://192.168.154.1:8082 (only local connections)
STATUS | wrapper  | 2015/09/19 01:21:16 | Machine is shutting down.
STATUS | wrapper  | 2015/09/19 01:21:38 | <-- Wrapper Stopped
STATUS | wrapper  | 2015/09/21 00:35:26 | --> Wrapper Started as Service
STATUS | wrapper  | 2015/09/21 00:35:27 | Launching a JVM...
INFO   | jvm 1    | 2015/09/21 00:35:34 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2015/09/21 00:35:34 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2015/09/21 00:35:34 | 
INFO   | jvm 1    | 2015/09/21 00:35:34 | 
INFO   | jvm 1    | 2015/09/21 00:35:34 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2015/09/21 00:35:34 |           The file is located on the path at the following location but
INFO   | jvm 1    | 2015/09/21 00:35:34 |           could not be loaded:
INFO   | jvm 1    | 2015/09/21 00:35:34 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 1    | 2015/09/21 00:35:34 |           Please verify that the file is readable by the current user
INFO   | jvm 1    | 2015/09/21 00:35:34 |           and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2015/09/21 00:35:34 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2015/09/21 00:35:34 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2015/09/21 00:35:34 |           This is a 64-bit JVM.
INFO   | jvm 1    | 2015/09/21 00:35:34 |           Reported cause:
INFO   | jvm 1    | 2015/09/21 00:35:34 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2015/09/21 00:35:34 |           System signals will not be handled correctly.
INFO   | jvm 1    | 2015/09/21 00:35:34 | 
INFO   | jvm 1    | 2015/09/21 00:35:38 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 1    | 2015/09/21 00:35:38 | Web Console server running at http://192.168.154.1:8082 (only local connections)
STATUS | wrapper  | 2015/09/25 09:25:23 | Machine is shutting down.
INFO   | jvm 1    | 2015/09/25 09:25:28 | Wrapper Manager: Unable to unregister shutdown hook: java.lang.IllegalStateException: Shutdown in progress
STATUS | wrapper  | 2015/09/25 09:25:35 | <-- Wrapper Stopped
STATUS | wrapper  | 2015/09/25 09:28:26 | --> Wrapper Started as Service
STATUS | wrapper  | 2015/09/25 09:28:26 | Launching a JVM...
INFO   | jvm 1    | 2015/09/25 09:28:29 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2015/09/25 09:28:29 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2015/09/25 09:28:29 | 
INFO   | jvm 1    | 2015/09/25 09:28:29 | 
INFO   | jvm 1    | 2015/09/25 09:28:29 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2015/09/25 09:28:29 |           The file is located on the path at the following location but
INFO   | jvm 1    | 2015/09/25 09:28:29 |           could not be loaded:
INFO   | jvm 1    | 2015/09/25 09:28:29 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 1    | 2015/09/25 09:28:29 |           Please verify that the file is readable by the current user
INFO   | jvm 1    | 2015/09/25 09:28:29 |           and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2015/09/25 09:28:29 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2015/09/25 09:28:29 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2015/09/25 09:28:29 |           This is a 64-bit JVM.
INFO   | jvm 1    | 2015/09/25 09:28:29 |           Reported cause:
INFO   | jvm 1    | 2015/09/25 09:28:29 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2015/09/25 09:28:29 |           System signals will not be handled correctly.
INFO   | jvm 1    | 2015/09/25 09:28:29 | 
INFO   | jvm 1    | 2015/09/25 09:28:30 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 1    | 2015/09/25 09:28:30 | Web Console server running at http://192.168.154.1:8082 (only local connections)
INFO   | wrapper  | 2015/09/23 10:07:04 | The system clock fell behind the timer by 172801000ms.
STATUS | wrapper  | 2015/09/25 01:45:14 | Machine is shutting down.
STATUS | wrapper  | 2015/09/25 01:45:29 | <-- Wrapper Stopped
STATUS | wrapper  | 2015/09/25 11:58:04 | --> Wrapper Started as Service
STATUS | wrapper  | 2015/09/25 11:58:04 | Launching a JVM...
INFO   | jvm 1    | 2015/09/25 11:58:25 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2015/09/25 11:58:25 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2015/09/25 11:58:25 | 
INFO   | jvm 1    | 2015/09/25 11:58:29 | 
INFO   | jvm 1    | 2015/09/25 11:58:29 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2015/09/25 11:58:29 |           The file is located on the path at the following location but
INFO   | jvm 1    | 2015/09/25 11:58:29 |           could not be loaded:
INFO   | jvm 1    | 2015/09/25 11:58:29 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 1    | 2015/09/25 11:58:29 |           Please verify that the file is readable by the current user
INFO   | jvm 1    | 2015/09/25 11:58:29 |           and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2015/09/25 11:58:29 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2015/09/25 11:58:29 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2015/09/25 11:58:29 |           This is a 64-bit JVM.
INFO   | jvm 1    | 2015/09/25 11:58:29 |           Reported cause:
INFO   | jvm 1    | 2015/09/25 11:58:29 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2015/09/25 11:58:29 |           System signals will not be handled correctly.
INFO   | jvm 1    | 2015/09/25 11:58:29 | 
INFO   | jvm 1    | 2015/09/25 11:58:31 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 1    | 2015/09/25 11:58:31 | Web Console server running at http://192.168.154.1:8082 (only local connections)
ERROR  | wrapper  | 2015/09/25 16:09:22 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2015/09/25 16:09:26 | JVM did not exit on request, terminated
STATUS | wrapper  | 2015/09/25 16:09:33 | Launching a JVM...
INFO   | wrapper  | 2015/09/25 16:09:52 | Wrapper Process has not received any CPU time for 19 seconds.  Extending timeouts.
INFO   | jvm 2    | 2015/09/25 16:10:16 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 2    | 2015/09/25 16:10:16 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 2    | 2015/09/25 16:10:16 | 
INFO   | jvm 2    | 2015/09/25 16:10:17 | 
INFO   | jvm 2    | 2015/09/25 16:10:17 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 2    | 2015/09/25 16:10:17 |           The file is located on the path at the following location but
INFO   | jvm 2    | 2015/09/25 16:10:17 |           could not be loaded:
INFO   | jvm 2    | 2015/09/25 16:10:17 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 2    | 2015/09/25 16:10:17 |           Please verify that the file is readable by the current user
INFO   | jvm 2    | 2015/09/25 16:10:17 |           and that the file has not been corrupted in any way.
INFO   | jvm 2    | 2015/09/25 16:10:17 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 2    | 2015/09/25 16:10:17 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 2    | 2015/09/25 16:10:17 |           This is a 64-bit JVM.
INFO   | jvm 2    | 2015/09/25 16:10:17 |           Reported cause:
INFO   | jvm 2    | 2015/09/25 16:10:17 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 2    | 2015/09/25 16:10:17 |           System signals will not be handled correctly.
INFO   | jvm 2    | 2015/09/25 16:10:17 | 
INFO   | jvm 2    | 2015/09/25 16:10:25 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 2    | 2015/09/25 16:10:26 | Web Console server running at http://192.168.154.1:8082 (only local connections)
STATUS | wrapper  | 2015/09/25 16:19:16 | Machine is shutting down.
STATUS | wrapper  | 2015/09/25 16:19:18 | <-- Wrapper Stopped
STATUS | wrapper  | 2015/09/25 16:21:58 | --> Wrapper Started as Service
STATUS | wrapper  | 2015/09/25 16:21:58 | Launching a JVM...
INFO   | jvm 1    | 2015/09/25 16:22:27 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2015/09/25 16:22:27 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2015/09/25 16:22:27 | 
INFO   | jvm 1    | 2015/09/25 16:22:28 | 
INFO   | jvm 1    | 2015/09/25 16:22:28 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2015/09/25 16:22:28 |           The file is located on the path at the following location but
INFO   | jvm 1    | 2015/09/25 16:22:28 |           could not be loaded:
INFO   | jvm 1    | 2015/09/25 16:22:28 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 1    | 2015/09/25 16:22:28 |           Please verify that the file is readable by the current user
INFO   | jvm 1    | 2015/09/25 16:22:28 |           and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2015/09/25 16:22:28 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2015/09/25 16:22:28 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2015/09/25 16:22:28 |           This is a 64-bit JVM.
INFO   | jvm 1    | 2015/09/25 16:22:28 |           Reported cause:
INFO   | jvm 1    | 2015/09/25 16:22:28 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2015/09/25 16:22:28 |           System signals will not be handled correctly.
INFO   | jvm 1    | 2015/09/25 16:22:28 | 
ERROR  | wrapper  | 2015/09/25 16:22:30 | Startup failed: Timed out waiting for a signal from the JVM.
ERROR  | wrapper  | 2015/09/25 16:22:30 | JVM did not exit on request, terminated
STATUS | wrapper  | 2015/09/25 16:22:35 | Launching a JVM...
INFO   | jvm 2    | 2015/09/25 16:22:36 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 2    | 2015/09/25 16:22:36 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 2    | 2015/09/25 16:22:36 | 
INFO   | jvm 2    | 2015/09/25 16:22:36 | 
INFO   | jvm 2    | 2015/09/25 16:22:36 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 2    | 2015/09/25 16:22:36 |           The file is located on the path at the following location but
INFO   | jvm 2    | 2015/09/25 16:22:36 |           could not be loaded:
INFO   | jvm 2    | 2015/09/25 16:22:36 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 2    | 2015/09/25 16:22:36 |           Please verify that the file is readable by the current user
INFO   | jvm 2    | 2015/09/25 16:22:36 |           and that the file has not been corrupted in any way.
INFO   | jvm 2    | 2015/09/25 16:22:36 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 2    | 2015/09/25 16:22:36 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 2    | 2015/09/25 16:22:36 |           This is a 64-bit JVM.
INFO   | jvm 2    | 2015/09/25 16:22:36 |           Reported cause:
INFO   | jvm 2    | 2015/09/25 16:22:36 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 2    | 2015/09/25 16:22:36 |           System signals will not be handled correctly.
INFO   | jvm 2    | 2015/09/25 16:22:36 | 
INFO   | jvm 2    | 2015/09/25 16:22:43 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 2    | 2015/09/25 16:22:44 | Web Console server running at http://192.168.154.1:8082 (only local connections)
ERROR  | wrapper  | 2015/09/28 12:30:58 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2015/09/28 12:31:03 | JVM did not exit on request, terminated
STATUS | wrapper  | 2015/09/28 12:31:10 | Launching a JVM...
INFO   | wrapper  | 2015/09/28 12:31:32 | Wrapper Process has not received any CPU time for 21 seconds.  Extending timeouts.
ERROR  | wrapper  | 2015/09/28 12:32:06 | Startup failed: Timed out waiting for a signal from the JVM.
ERROR  | wrapper  | 2015/09/28 12:32:06 | JVM did not exit on request, terminated
STATUS | wrapper  | 2015/09/28 12:32:12 | Launching a JVM...
INFO   | jvm 4    | 2015/09/28 12:32:21 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 4    | 2015/09/28 12:32:21 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 4    | 2015/09/28 12:32:21 | 
INFO   | jvm 4    | 2015/09/28 12:32:27 | 
INFO   | jvm 4    | 2015/09/28 12:32:27 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 4    | 2015/09/28 12:32:27 |           The file is located on the path at the following location but
INFO   | jvm 4    | 2015/09/28 12:32:27 |           could not be loaded:
INFO   | jvm 4    | 2015/09/28 12:32:27 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 4    | 2015/09/28 12:32:27 |           Please verify that the file is readable by the current user
INFO   | jvm 4    | 2015/09/28 12:32:27 |           and that the file has not been corrupted in any way.
INFO   | jvm 4    | 2015/09/28 12:32:27 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 4    | 2015/09/28 12:32:27 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 4    | 2015/09/28 12:32:27 |           This is a 64-bit JVM.
INFO   | jvm 4    | 2015/09/28 12:32:27 |           Reported cause:
INFO   | jvm 4    | 2015/09/28 12:32:27 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 4    | 2015/09/28 12:32:27 |           System signals will not be handled correctly.
INFO   | jvm 4    | 2015/09/28 12:32:27 | 
INFO   | jvm 4    | 2015/09/28 12:32:36 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 4    | 2015/09/28 12:32:37 | Web Console server running at http://192.168.154.1:8082 (only local connections)
STATUS | wrapper  | 2015/09/29 03:48:06 | Machine is shutting down.
STATUS | wrapper  | 2015/09/29 03:48:31 | <-- Wrapper Stopped
STATUS | wrapper  | 2015/09/29 11:02:24 | --> Wrapper Started as Service
STATUS | wrapper  | 2015/09/29 11:02:24 | Launching a JVM...
INFO   | jvm 1    | 2015/09/29 11:02:26 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2015/09/29 11:02:26 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2015/09/29 11:02:26 | 
INFO   | jvm 1    | 2015/09/29 11:02:26 | 
INFO   | jvm 1    | 2015/09/29 11:02:26 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2015/09/29 11:02:26 |           The file is located on the path at the following location but
INFO   | jvm 1    | 2015/09/29 11:02:26 |           could not be loaded:
INFO   | jvm 1    | 2015/09/29 11:02:26 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 1    | 2015/09/29 11:02:26 |           Please verify that the file is readable by the current user
INFO   | jvm 1    | 2015/09/29 11:02:26 |           and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2015/09/29 11:02:26 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2015/09/29 11:02:26 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2015/09/29 11:02:26 |           This is a 64-bit JVM.
INFO   | jvm 1    | 2015/09/29 11:02:26 |           Reported cause:
INFO   | jvm 1    | 2015/09/29 11:02:26 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2015/09/29 11:02:26 |           System signals will not be handled correctly.
INFO   | jvm 1    | 2015/09/29 11:02:26 | 
INFO   | jvm 1    | 2015/09/29 11:02:27 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 1    | 2015/09/29 11:02:28 | Web Console server running at http://192.168.154.1:8082 (only local connections)
STATUS | wrapper  | 2015/09/29 20:48:21 | Machine is shutting down.
STATUS | wrapper  | 2015/09/29 20:48:32 | <-- Wrapper Stopped
STATUS | wrapper  | 2015/09/29 20:50:43 | --> Wrapper Started as Service
STATUS | wrapper  | 2015/09/29 20:50:44 | Launching a JVM...
INFO   | jvm 1    | 2015/09/29 20:50:55 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2015/09/29 20:50:55 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2015/09/29 20:50:55 | 
INFO   | jvm 1    | 2015/09/29 20:50:55 | 
INFO   | jvm 1    | 2015/09/29 20:50:55 | WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2015/09/29 20:50:55 |           The file is located on the path at the following location but
INFO   | jvm 1    | 2015/09/29 20:50:55 |           could not be loaded:
INFO   | jvm 1    | 2015/09/29 20:50:55 |             C:\DBSI\project\h2\service\.\wrapper.dll
INFO   | jvm 1    | 2015/09/29 20:50:55 |           Please verify that the file is readable by the current user
INFO   | jvm 1    | 2015/09/29 20:50:55 |           and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2015/09/29 20:50:55 |           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2015/09/29 20:50:55 |           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2015/09/29 20:50:55 |           This is a 64-bit JVM.
INFO   | jvm 1    | 2015/09/29 20:50:55 |           Reported cause:
INFO   | jvm 1    | 2015/09/29 20:50:55 |             C:\DBSI\project\h2\service\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2015/09/29 20:50:55 |           System signals will not be handled correctly.
INFO   | jvm 1    | 2015/09/29 20:50:55 | 
INFO   | jvm 1    | 2015/09/29 20:50:58 | TCP server running at tcp://192.168.154.1:9092 (only local connections)
INFO   | jvm 1    | 2015/09/29 20:50:59 | Web Console server running at http://192.168.154.1:8082 (only local connections)
STATUS | wrapper  | 2015/09/30 21:45:20 | Machine is shutting down.
STATUS | wrapper  | 2015/09/30 21:45:26 | <-- Wrapper Stopped
STATUS | wrapper  | 2015/09/30 21:47:53 | --> Wrapper Started as Service
STATUS | wrapper  | 2015/09/30 21:47:55 | Launching a JVM...
INFO   | jvm 1    | 2015/09/30 21:48:08 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2015/09/30 21:48:08 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2015/09/30 21:48:08 | 
INFO   | jvm 1    | 2015/09/30 21:48:08 | 
